student_id,family_income,parent1_education,parent2_education,family_size,single_parent_household,neighborhood_median_income,urban_rural,high_school_gpa,sat_math,sat_reading,ap_classes_taken,extracurricular_activities,volunteer_hours,university_tier,major_category,scholarship_amount,working_student,graduation_rate,sat_total,student_name,ses_score
510,65540,Bachelor's,Master's,3,FALSE,123896,Rural,3.39,717,571,1,0,120,Mid Tier,Arts,1000,FALSE,0.78,1288,BgwmQkqr,0.69
511,47108,Some College,Bachelor's,5,FALSE,120901,Suburban,2.31,783,737,4,3,0,Mid Tier,Humanities,5000,TRUE,0.75,1520,tKvwHmFp,0.1
512,158338,High School,Less than High School,6,TRUE,69398,Suburban,2.2,203,234,3,0,50,Mid Tier,Social Sciences,20000,FALSE,0.55,437,IplbRUaq,-0.6
513,61422,Some College,Master's,5,TRUE,122484,Suburban,2.81,457,591,5,0,60,Mid Tier,Social Sciences,5000,TRUE,0.69,1048,gPAahjFR,0.26
514,74972,High School,Bachelor's,3,FALSE,137787,Urban,3.29,340,307,7,4,190,Mid Tier,Arts,0,TRUE,0.96,647,nyPSvxSk,0.32
515,113343,Master's,High School,5,FALSE,122772,Urban,2.43,244,258,4,1,140,Mid Tier,Arts,0,TRUE,0.71,502,gZmCXECq,0.43
516,80228,High School,Bachelor's,4,FALSE,38439,Urban,2.92,404,536,0,4,200,Mid Tier,Arts,0,FALSE,0.82,940,yeHAXTQQ,-1.42
517,47798,Some College,Bachelor's,4,FALSE,106399,Suburban,3.75,592,420,3,4,10,Lower Tier,Social Sciences,10000,TRUE,0.52,1012,bFBcJREJ,0.25
518,67947,High School,Some College,3,FALSE,145929,Urban,3.17,406,548,0,2,180,Top Tier,Arts,0,FALSE,0.79,954,WwhedBOs,1.37
519,83136,Some College,Some College,6,TRUE,134820,Urban,2.58,492,569,3,5,70,Top Tier,Arts,5000,FALSE,0.56,1061,hSTophdM,0.29
520,124123,Doctorate,High School,2,TRUE,86071,Rural,2.11,367,792,3,2,30,Top Tier,Social Sciences,1000,FALSE,0.84,1159,pqxWoHLR,0.4
521,165548,Some College,Doctorate,2,FALSE,117581,Rural,3.94,435,750,0,2,130,Mid Tier,STEM,0,TRUE,0.77,1185,qXhdDIOo,2.25
522,187989,Bachelor's,High School,6,FALSE,99843,Rural,3.91,632,318,1,2,180,Top Tier,Humanities,0,TRUE,0.76,950,bZGWrDhW,-0.2
523,170095,Bachelor's,High School,6,FALSE,76425,Urban,3.81,622,362,5,0,10,Mid Tier,Business,5000,FALSE,0.81,984,igjOPDRn,-0.71
524,42860,Some College,Bachelor's,4,FALSE,87217,Rural,3.42,319,725,3,4,10,Mid Tier,Arts,0,FALSE,0.62,1044,cTZSqZyN,-0.08
525,136902,Bachelor's,Master's,4,TRUE,138211,Suburban,2.4,429,298,0,5,10,Mid Tier,Business,5000,FALSE,0.77,727,usQJXZGB,1.23
526,144263,High School,Some College,4,FALSE,53952,Suburban,2.71,242,255,0,4,70,Mid Tier,Business,0,TRUE,0.97,497,pBUottwq,0.42
527,25768,Bachelor's,Bachelor's,6,TRUE,72122,Suburban,2.01,511,375,5,4,30,Mid Tier,STEM,0,FALSE,0.97,886,wmZHsolG,-2.83
528,185688,Some College,Some College,4,FALSE,68452,Urban,2.04,567,228,0,2,10,Mid Tier,Humanities,1000,TRUE,0.95,795,kxKxDhwn,1.03
529,106124,Less than High School,High School,3,FALSE,103446,Urban,2.35,202,460,1,4,0,Mid Tier,Social Sciences,0,TRUE,0.56,662,GTrtYQkD,0.46
530,67974,Less than High School,Bachelor's,3,FALSE,142236,Urban,3.31,237,360,3,3,180,Top Tier,Humanities,0,TRUE,0.9,597,OQgmxoUH,0.65
531,174172,Bachelor's,High School,3,FALSE,82965,Suburban,3.18,382,641,0,2,80,Lower Tier,Social Sciences,0,FALSE,0.79,1023,QvGcZWfu,0.48
532,61246,Master's,High School,5,TRUE,147715,Urban,2.16,753,471,0,0,80,Lower Tier,Humanities,5000,TRUE,0.83,1224,jzklHCQo,0.29
533,162550,Bachelor's,Bachelor's,3,FALSE,40375,Urban,3.3,666,520,1,3,20,Top Tier,Arts,10000,TRUE,0.63,1186,TNHenGgl,-0.91
534,136419,Some College,Bachelor's,3,FALSE,47438,Urban,2.24,249,787,6,0,200,Top Tier,Business,5000,FALSE,0.94,1036,FrueryAC,0.6
535,96380,High School,Bachelor's,5,TRUE,104649,Suburban,3.63,701,761,2,3,60,Mid Tier,Humanities,10000,TRUE,0.82,1462,MdERyziY,-0.66
536,37112,Doctorate,Some College,4,TRUE,106656,Urban,3.41,365,730,3,4,150,Mid Tier,Social Sciences,0,TRUE,0.71,1095,VhlVXCuk,0.15
537,20624,High School,Bachelor's,6,TRUE,37118,Rural,2.81,501,706,1,1,180,Mid Tier,Arts,1000,TRUE,0.84,1207,PMZQQyoK,-2.72
538,115604,High School,Doctorate,3,TRUE,65450,Suburban,3.54,320,286,0,4,20,Top Tier,Humanities,0,TRUE,0.51,606,ohKXPbcy,-0.34
539,114375,Some College,Master's,4,FALSE,136175,Rural,3.66,209,543,5,2,30,Lower Tier,Humanities,0,FALSE,0.74,752,vVmXAxOu,1.32
540,58373,Some College,High School,3,TRUE,94318,Urban,2.71,673,539,4,3,180,Top Tier,Social Sciences,0,FALSE,0.65,1212,Zfxhfnpo,0.53
541,149048,Master's,Some College,3,FALSE,112661,Rural,2.76,255,563,0,3,90,Mid Tier,Humanities,5000,TRUE,0.66,818,uvIRzbBD,1.67
542,193042,Less than High School,High School,2,FALSE,106354,Suburban,2.1,605,584,7,2,180,Lower Tier,Arts,0,FALSE,0.58,1189,wuNkVAqo,1.69
543,113288,High School,Bachelor's,4,FALSE,103809,Urban,3.32,547,656,3,2,80,Top Tier,Humanities,5000,TRUE,0.54,1203,QqhkJsff,-0.16
544,51415,High School,Some College,5,FALSE,66288,Urban,2.02,406,212,3,1,160,Lower Tier,Arts,0,FALSE,0.81,618,nUTPWCDe,-0.65
545,121257,Bachelor's,High School,5,FALSE,80773,Suburban,3.12,755,336,0,0,140,Mid Tier,STEM,5000,FALSE,0.8,1091,ZJKUfHby,-0.77
546,156666,Less than High School,High School,6,FALSE,103567,Rural,2.16,716,722,3,3,110,Mid Tier,Business,0,TRUE,0.54,1438,rFFxicCq,-0.12
547,140055,High School,High School,3,FALSE,59102,Urban,3.76,252,467,1,0,80,Mid Tier,Social Sciences,0,FALSE,0.98,719,fNlYEOlB,-0.19
548,60477,Some College,Doctorate,3,FALSE,144282,Rural,2.49,566,465,1,1,30,Mid Tier,STEM,0,TRUE,0.84,1031,rtkylHRf,1.27
549,82253,Less than High School,High School,6,TRUE,137489,Suburban,2.97,388,566,0,3,160,Mid Tier,STEM,1000,FALSE,0.7,954,GMKTuSeg,-0.34
550,77570,Some College,Master's,6,FALSE,46784,Rural,2.33,257,546,1,2,0,Mid Tier,STEM,10000,TRUE,0.84,803,obddjWek,-1.04
551,182882,Bachelor's,Some College,5,TRUE,90959,Urban,2.41,751,288,1,2,90,Lower Tier,Business,5000,TRUE,0.76,1039,mbofSzZW,0.97
552,55856,Master's,Some College,2,FALSE,71444,Suburban,3.25,460,529,4,1,100,Top Tier,Arts,5000,TRUE,0.93,989,aSAXxHav,0.53
553,142573,Some College,Bachelor's,2,TRUE,145286,Suburban,4,375,630,1,4,80,Mid Tier,Arts,0,FALSE,0.99,1005,lZWioZFS,2.43
554,44753,Bachelor's,High School,2,FALSE,104022,Suburban,2.41,268,349,2,2,130,Lower Tier,STEM,5000,TRUE,0.95,617,cQBPOyFI,-0.11
555,39259,Some College,Master's,4,FALSE,105429,Urban,2.21,724,775,2,2,30,Mid Tier,STEM,10000,FALSE,0.56,1499,dquXHDMk,0.15
556,36715,Some College,Some College,2,FALSE,107470,Urban,3.36,506,443,2,1,120,Lower Tier,Social Sciences,0,TRUE,0.6,949,oaFJualh,0.86
557,184961,High School,Some College,3,TRUE,147598,Urban,3.17,647,730,1,4,90,Lower Tier,Arts,1000,TRUE,0.81,1377,xsjFscXO,2.52
558,69871,Bachelor's,Bachelor's,4,FALSE,93233,Urban,3.77,326,346,1,2,190,Mid Tier,Arts,0,FALSE,0.98,672,QMmZjtDL,-1.39
559,179443,Bachelor's,Less than High School,3,TRUE,98939,Suburban,2.4,246,336,5,5,100,Mid Tier,Arts,10000,TRUE,0.78,582,EUBjaIXM,1.1
560,159116,Some College,Less than High School,4,FALSE,106268,Urban,2.66,210,753,2,2,90,Mid Tier,Arts,1000,TRUE,0.8,963,mlYMhgyM,1.32
561,163109,Bachelor's,Bachelor's,6,TRUE,50564,Suburban,3.4,577,660,0,3,30,Mid Tier,Humanities,5000,FALSE,0.76,1237,ArUkdsnW,-1.82
562,57021,Doctorate,Bachelor's,4,FALSE,82157,Rural,2.18,716,362,1,4,70,Mid Tier,Arts,10000,TRUE,0.62,1078,wtNWxnfa,-1.34
563,28675,Less than High School,High School,5,FALSE,139279,Suburban,3.58,276,559,2,4,0,Lower Tier,Business,0,TRUE,0.95,835,RtyvaRgI,-0.48
564,26987,High School,Bachelor's,6,TRUE,99041,Suburban,2.24,215,251,1,2,150,Mid Tier,Business,0,TRUE,0.54,466,eHUMSClv,-1.76
565,71223,High School,Some College,5,TRUE,139013,Suburban,3.71,323,764,1,1,60,Mid Tier,Business,1000,TRUE,0.74,1087,gRQGPCQj,0.59
566,82786,Some College,Some College,2,TRUE,86714,Rural,3.55,655,668,0,2,180,Mid Tier,Business,1000,TRUE,0.99,1323,NGzevINO,1.01
567,152742,High School,Some College,3,FALSE,63083,Suburban,2.05,426,685,7,1,40,Top Tier,Humanities,0,TRUE,0.75,1111,zeNyiZLg,0.99
568,65299,Doctorate,Some College,4,TRUE,128434,Suburban,2.12,301,315,1,2,60,Mid Tier,STEM,1000,TRUE,0.89,616,mQCAVnfq,0.74
569,113139,Less than High School,High School,5,TRUE,93180,Urban,3.71,765,517,3,2,140,Lower Tier,Humanities,20000,TRUE,0.76,1282,tqtMvHDi,-0.33
570,156700,Bachelor's,Bachelor's,3,TRUE,121358,Urban,3.89,631,540,5,0,180,Mid Tier,Social Sciences,5000,TRUE,0.95,1171,PBkBNNEa,0.21
571,134495,High School,Bachelor's,5,FALSE,50459,Urban,3.97,418,790,5,1,60,Mid Tier,Social Sciences,0,TRUE,0.86,1208,dCKPUIZY,-1.08
572,56709,Doctorate,Bachelor's,4,FALSE,89086,Suburban,3.22,240,335,5,1,60,Mid Tier,Arts,0,TRUE,0.64,575,YBWuYSAp,-1.25
573,198748,High School,Doctorate,2,FALSE,80457,Urban,2.78,273,650,5,0,110,Mid Tier,Arts,0,FALSE,0.9,923,hZpAfRZw,1.04
574,20073,High School,Less than High School,2,FALSE,138652,Suburban,3.66,358,673,3,4,190,Mid Tier,Arts,1000,TRUE,0.9,1031,QoddxnhA,0.49
575,57183,Bachelor's,High School,2,FALSE,35499,Suburban,2.26,237,344,1,4,110,Mid Tier,Business,1000,TRUE,1,581,sZYyUNAm,-0.98
576,134125,Some College,Bachelor's,5,FALSE,98118,Rural,2.46,719,647,6,2,180,Mid Tier,Social Sciences,0,FALSE,0.52,1366,KMiqgTDY,0.61
577,23113,Bachelor's,Master's,5,TRUE,131042,Rural,2.21,756,253,5,1,180,Lower Tier,STEM,0,TRUE,0.53,1009,lNXkhtLq,-0.32
578,24812,High School,High School,3,TRUE,116237,Urban,2.52,316,785,7,3,130,Mid Tier,Social Sciences,5000,FALSE,0.6,1101,UBUXPDxj,-0.47
579,129411,Doctorate,Bachelor's,3,TRUE,128956,Suburban,2.22,572,360,0,2,120,Mid Tier,Business,0,FALSE,0.89,932,OkolKasr,0.38
580,122697,High School,High School,2,FALSE,100817,Suburban,3.34,526,406,1,2,40,Mid Tier,Social Sciences,0,TRUE,0.67,932,AAzTBTDp,0.6
581,64254,Some College,Master's,3,FALSE,37995,Urban,3.5,603,647,4,1,90,Top Tier,Business,10000,FALSE,0.98,1250,mhyvZImG,-0.23
582,185515,High School,Less than High School,4,TRUE,62414,Suburban,2.85,251,426,0,3,80,Lower Tier,STEM,1000,TRUE,0.5,677,WRMnZssn,0.27
583,140999,Some College,High School,6,FALSE,81416,Urban,3.25,573,640,4,2,80,Top Tier,STEM,10000,TRUE,0.63,1213,FZNNLuNf,0.08
584,136181,High School,Some College,6,TRUE,122224,Suburban,3.44,239,225,3,1,100,Top Tier,Business,10000,FALSE,0.57,464,ShBemUxd,0.62
585,57491,Less than High School,Bachelor's,2,TRUE,95390,Urban,2.01,258,578,3,4,80,Lower Tier,Social Sciences,0,TRUE,0.61,836,uysGvOrK,0.22
586,106511,Bachelor's,Some College,2,TRUE,33854,Urban,2.85,572,711,2,2,90,Mid Tier,Social Sciences,0,TRUE,0.87,1283,TmyGlSxq,0.47
587,197573,Bachelor's,Some College,5,FALSE,65862,Rural,3.84,659,656,1,2,190,Mid Tier,Business,0,TRUE,0.63,1315,afvZZxKB,0.75
588,198762,High School,Master's,6,TRUE,49966,Rural,2.85,239,437,0,0,200,Mid Tier,Business,20000,TRUE,0.54,676,EYIIrqeW,-0.16
589,101139,Bachelor's,Bachelor's,6,FALSE,85593,Suburban,3.5,753,572,0,3,100,Mid Tier,Social Sciences,0,FALSE,0.51,1325,PiAWiqja,-1.91
590,148673,Bachelor's,Master's,4,FALSE,118185,Urban,3.92,576,553,2,1,100,Top Tier,Social Sciences,0,TRUE,0.67,1129,IAUUHCDH,1.06
591,76981,High School,Some College,6,TRUE,85311,Rural,2.39,567,247,2,0,100,Lower Tier,Arts,0,TRUE,0.89,814,qKxSIbWV,-0.48
592,170064,Less than High School,Less than High School,3,FALSE,137108,Rural,3.38,239,548,3,2,20,Lower Tier,Arts,5000,FALSE,0.72,787,uGYufQwb,1.56
593,98116,High School,Bachelor's,3,FALSE,102318,Suburban,3.85,797,498,5,4,100,Lower Tier,Business,1000,FALSE,0.87,1295,MZekuCau,0.03
594,199279,High School,High School,4,FALSE,37910,Urban,2.02,474,470,6,3,100,Mid Tier,STEM,0,TRUE,0.59,944,oQciPNoj,-0.28
595,165046,High School,Master's,5,FALSE,49044,Urban,3.18,396,482,0,1,110,Lower Tier,STEM,0,TRUE,0.82,878,oddWOYYL,-0.14
596,107524,Bachelor's,Bachelor's,5,TRUE,135782,Rural,3.53,621,581,3,2,20,Top Tier,Social Sciences,0,FALSE,0.74,1202,zLZcHboR,-0.77
597,116979,Bachelor's,Some College,6,FALSE,72274,Rural,2.11,553,568,5,4,120,Top Tier,Business,5000,TRUE,0.6,1121,JSJDhXyy,-0.29
598,81387,High School,High School,3,FALSE,40929,Rural,2.5,744,257,0,4,110,Mid Tier,STEM,0,TRUE,0.82,1001,ZxcyRnyy,-1.02
599,29363,High School,Less than High School,6,FALSE,62414,Urban,2.59,440,229,5,5,60,Mid Tier,Social Sciences,0,FALSE,0.98,669,rWyeUOWo,-1.94
600,102570,Some College,Master's,3,FALSE,63058,Suburban,3.03,777,354,2,4,20,Top Tier,Humanities,0,FALSE,0.6,1131,CGKwjmmf,0.5
601,109668,Less than High School,High School,5,FALSE,72814,Rural,2.92,613,549,7,1,160,Top Tier,STEM,0,TRUE,0.95,1162,VqrJxhfH,-0.66
602,70898,Some College,High School,2,FALSE,41021,Urban,3.82,476,709,4,4,140,Mid Tier,Humanities,0,FALSE,0.61,1185,tURtAkPm,0.23
603,159760,Less than High School,High School,4,TRUE,58394,Suburban,2.39,322,311,1,2,180,Top Tier,Humanities,0,FALSE,0.9,633,EpVEqbPn,-0.03
604,74693,High School,High School,4,FALSE,81330,Suburban,3.91,506,299,2,4,160,Top Tier,Arts,0,FALSE,0.83,805,nyGDWreB,-0.85
605,112799,Some College,Master's,5,TRUE,101235,Suburban,2.03,366,751,2,1,130,Top Tier,STEM,0,TRUE,0.92,1117,VFazTspT,0.45
606,106031,Some College,Bachelor's,2,FALSE,92351,Urban,2.05,666,680,4,1,200,Mid Tier,Humanities,0,TRUE,0.54,1346,XNBoTkwp,1.31
607,158393,Bachelor's,Some College,4,TRUE,44188,Suburban,2.33,503,606,0,0,110,Top Tier,STEM,5000,TRUE,0.56,1109,OwzsPGGf,0.41
608,49507,Doctorate,Bachelor's,3,TRUE,109183,Rural,2.13,784,707,1,2,50,Lower Tier,Business,0,TRUE,0.98,1491,oZzOZtTN,-0.67
609,99519,High School,Bachelor's,5,FALSE,107191,Urban,2.17,301,269,3,5,170,Top Tier,Humanities,5000,FALSE,0.76,570,EXqHTqKV,-0.59
610,114213,Bachelor's,Less than High School,6,TRUE,70366,Urban,3.34,223,475,2,1,30,Top Tier,Business,0,TRUE,0.97,698,RFqxMoJb,-1.01
611,105845,Bachelor's,Bachelor's,4,TRUE,117591,Rural,3.01,695,281,5,1,30,Lower Tier,Business,20000,TRUE,0.78,976,OZtcYJhe,-0.69
612,114436,Bachelor's,Bachelor's,6,FALSE,89059,Urban,2.52,305,695,1,2,30,Mid Tier,Arts,5000,TRUE,0.81,1000,ZHITGrrO,-1.73
613,143341,Bachelor's,Less than High School,2,FALSE,35786,Rural,3.06,403,601,4,1,0,Mid Tier,STEM,0,TRUE,0.62,1004,cPZvhEiT,0.19
614,83323,Doctorate,Doctorate,2,FALSE,104287,Suburban,2.63,714,693,2,1,190,Lower Tier,Humanities,1000,TRUE,0.75,1407,xZBrnIVo,-0.06
615,171134,Some College,Bachelor's,2,FALSE,141519,Urban,2.61,224,685,0,1,30,Lower Tier,Business,0,TRUE,0.52,909,NNUXeMud,2.65
616,185944,Less than High School,Some College,2,FALSE,49850,Suburban,3.78,331,748,1,2,120,Mid Tier,STEM,0,FALSE,0.54,1079,QsdFPlbx,1.47
617,39136,Master's,Bachelor's,4,FALSE,129664,Urban,3.77,683,369,5,2,100,Mid Tier,STEM,5000,TRUE,0.57,1052,SnNDbSYf,0.17
618,57175,Some College,High School,6,FALSE,58992,Urban,2.64,460,387,4,4,50,Mid Tier,STEM,0,FALSE,0.51,847,RAxTBsMc,-1.06
619,107596,Some College,High School,5,FALSE,140731,Rural,2.72,720,675,3,3,160,Mid Tier,Arts,1000,FALSE,0.86,1395,sOZhDhcK,0.97
620,78288,Master's,High School,2,FALSE,139916,Suburban,2.24,446,359,2,1,80,Lower Tier,Business,5000,TRUE,0.98,805,NEWncyCQ,1.4
621,104909,High School,Doctorate,6,FALSE,99681,Rural,3.51,753,481,2,4,150,Top Tier,Humanities,1000,TRUE,0.7,1234,tBNszbbf,-1
622,125496,Doctorate,Bachelor's,2,TRUE,30189,Urban,2.76,358,793,3,2,50,Lower Tier,Business,0,FALSE,0.52,1151,aPKYexFy,-0.73
623,60311,Doctorate,Less than High School,2,FALSE,148619,Rural,3.27,274,308,4,1,160,Mid Tier,Humanities,5000,TRUE,0.99,582,LtPzqzlk,1.02
624,152125,High School,High School,6,TRUE,129651,Urban,3.56,450,209,7,3,80,Mid Tier,Social Sciences,0,TRUE,0.99,659,xPyTrFSn,-0.12
625,47087,Less than High School,Less than High School,4,TRUE,125700,Suburban,3.58,771,795,3,0,0,Mid Tier,Humanities,0,TRUE,0.66,1566,ZnjYUkEU,-0.14
626,145560,Less than High School,Bachelor's,4,FALSE,132652,Urban,3.19,659,602,3,0,10,Mid Tier,Arts,0,TRUE,0.82,1261,SFZbtCkO,0.9
627,67539,Some College,High School,3,FALSE,101543,Rural,3.44,638,710,7,3,20,Mid Tier,Business,1000,TRUE,0.83,1348,oVUEumyj,0.72
628,96764,Bachelor's,Some College,2,TRUE,139398,Suburban,3.55,511,444,0,2,160,Mid Tier,STEM,1000,TRUE,0.6,955,LPCxFNtQ,1.9
629,149840,High School,Bachelor's,6,FALSE,89208,Urban,2.83,745,613,1,3,120,Mid Tier,Social Sciences,0,TRUE,0.63,1358,KVBbRNgk,-0.72
630,105405,Bachelor's,High School,6,FALSE,71281,Rural,2.08,329,625,1,1,20,Top Tier,Business,0,TRUE,0.77,954,ZBGQUHWX,-1.41
631,80946,High School,Bachelor's,3,TRUE,47206,Rural,2.36,732,567,6,4,200,Mid Tier,Business,20000,TRUE,0.59,1299,OWlcvirv,-0.93
632,63307,High School,High School,6,FALSE,125945,Rural,3.09,318,510,2,2,190,Lower Tier,STEM,1000,FALSE,0.54,828,BUbCrMLt,-1.02
633,58927,Bachelor's,High School,6,FALSE,115430,Urban,2.98,747,671,4,3,110,Mid Tier,STEM,5000,TRUE,0.58,1418,tJZqMSvr,-1.22
634,63570,High School,Master's,4,TRUE,100235,Rural,3.51,429,786,4,3,60,Mid Tier,Social Sciences,0,FALSE,0.73,1215,tfXWaYgF,-0.02
635,121683,Less than High School,Less than High School,6,FALSE,92065,Urban,2.38,794,336,0,2,80,Lower Tier,Social Sciences,0,TRUE,0.98,1130,eFlQgDAa,-0.62
636,148262,Less than High School,Doctorate,5,FALSE,61409,Suburban,3.83,218,232,1,4,140,Top Tier,Business,1000,TRUE,0.9,450,WhNIyWDt,-0.45
637,39457,High School,Master's,2,FALSE,143084,Urban,3.71,494,792,1,0,30,Lower Tier,Business,0,TRUE,0.56,1286,YPXWjtbF,1.07
638,113434,High School,Doctorate,3,FALSE,115178,Urban,2.01,257,230,2,4,160,Top Tier,Social Sciences,10000,FALSE,0.72,487,TBPywttL,0.36
639,173394,Doctorate,High School,6,FALSE,118847,Urban,3.39,290,543,0,2,40,Top Tier,STEM,20000,TRUE,0.56,833,lAAZyyFe,-0.07
640,148634,Master's,Less than High School,5,FALSE,107333,Rural,2.43,580,252,2,1,0,Mid Tier,Humanities,0,FALSE,0.89,832,djbtfJnw,0.55
641,76517,High School,Bachelor's,6,TRUE,56258,Urban,3.95,770,282,4,2,20,Mid Tier,Humanities,0,TRUE,0.74,1052,XcoiZtBX,-1.91
642,40847,Some College,Bachelor's,4,TRUE,71836,Rural,3.58,671,759,2,1,20,Mid Tier,Social Sciences,0,TRUE,0.66,1430,niBgNByX,-0.32
643,123501,Bachelor's,Doctorate,4,FALSE,52075,Urban,2.84,377,625,7,2,30,Lower Tier,Social Sciences,0,TRUE,0.86,1002,jypsQZLz,-1.14
644,169647,High School,Bachelor's,5,FALSE,68727,Suburban,3.4,589,692,1,2,140,Mid Tier,Arts,0,FALSE,0.83,1281,IciXZETz,-0.48
645,113661,Bachelor's,High School,4,FALSE,135644,Suburban,2.78,308,583,0,3,60,Lower Tier,Business,0,FALSE,0.76,891,oLBETvjb,0.31
646,144922,High School,High School,5,TRUE,77420,Suburban,3.28,603,527,5,1,100,Lower Tier,STEM,1000,TRUE,0.83,1130,xnKjFfko,-0.59
647,109983,High School,Less than High School,6,FALSE,110052,Urban,3.17,472,301,8,2,40,Top Tier,Humanities,1000,FALSE,0.54,773,TWTJCbmp,-0.47
648,83749,Master's,Less than High School,5,FALSE,113036,Rural,2.11,266,479,6,4,20,Top Tier,Social Sciences,5000,TRUE,0.81,745,kbfAPXNP,0
649,193665,Bachelor's,Bachelor's,5,TRUE,68248,Suburban,2.81,558,424,2,0,70,Mid Tier,Arts,5000,TRUE,0.58,982,SlmnOpJn,-0.92
650,186007,High School,High School,4,FALSE,87495,Suburban,2.75,537,640,0,2,180,Mid Tier,Business,1000,TRUE,0.51,1177,aDLzEuon,0.31
651,56827,Less than High School,Bachelor's,5,FALSE,61097,Rural,2.29,769,392,2,3,100,Lower Tier,Arts,1000,FALSE,0.54,1161,vBjLYVhG,-1.34
652,191883,High School,High School,6,FALSE,40579,Rural,2.03,282,458,1,4,80,Mid Tier,Arts,50000,TRUE,0.92,740,hFqMnfBq,-1.02
653,177319,High School,High School,2,FALSE,34373,Urban,2.17,521,280,0,2,60,Mid Tier,Humanities,50000,TRUE,0.6,801,RgPxJcwP,0.16
654,145522,Doctorate,Master's,6,TRUE,104541,Suburban,3.02,675,615,2,2,70,Lower Tier,Business,0,FALSE,0.77,1290,tkRrXAYI,0.12
655,112267,High School,Master's,6,FALSE,110541,Suburban,2.38,411,769,2,5,90,Mid Tier,Arts,0,TRUE,0.73,1180,ENVskamM,-0.11
656,106547,Some College,Doctorate,3,FALSE,72817,Urban,2.32,723,789,1,5,90,Lower Tier,Arts,1000,FALSE,0.94,1512,sWkvLBem,0.68
657,56324,Bachelor's,High School,2,FALSE,107365,Suburban,2.21,393,758,1,3,90,Lower Tier,Arts,10000,FALSE,0.9,1151,SNVehlZz,0.05
658,38041,Bachelor's,Bachelor's,3,FALSE,123194,Rural,2.15,658,492,4,2,0,Mid Tier,Arts,0,FALSE,0.78,1150,DPxFbDbm,-0.91
659,105066,Bachelor's,Less than High School,4,TRUE,142506,Suburban,3.38,427,544,4,2,80,Lower Tier,Social Sciences,10000,TRUE,0.59,971,hEMYqRzq,0.66
660,76192,Doctorate,Doctorate,3,TRUE,43605,Suburban,3.13,207,216,2,3,170,Top Tier,Arts,5000,FALSE,0.94,423,XzvCqBVW,-1.36
661,159032,Bachelor's,Master's,5,FALSE,145634,Urban,2.89,461,485,0,3,180,Top Tier,Arts,1000,TRUE,0.52,946,PkApRNNd,1.2
662,182193,Doctorate,High School,6,TRUE,33379,Urban,3.93,241,788,5,3,60,Mid Tier,Arts,0,FALSE,0.85,1029,BnjGQJpU,-1.22
663,80341,Some College,High School,2,FALSE,43724,Urban,2.74,694,434,0,5,180,Top Tier,Social Sciences,10000,TRUE,0.6,1128,bXKyBXdF,0.36
664,168310,Some College,Less than High School,2,FALSE,67120,Urban,2.11,215,384,0,0,30,Mid Tier,Arts,0,TRUE,0.99,599,AHgoBsTj,1.55
665,59606,Bachelor's,High School,4,TRUE,78224,Suburban,3.06,387,544,2,2,10,Lower Tier,Social Sciences,0,TRUE,0.55,931,SaCBbbXO,-1.04
666,157902,High School,Bachelor's,2,FALSE,61446,Rural,2.38,307,720,1,2,150,Mid Tier,Humanities,0,TRUE,0.89,1027,bkHUtbwe,0.37
667,120927,Less than High School,Some College,3,FALSE,53120,Urban,3.3,398,727,3,2,30,Mid Tier,Arts,0,TRUE,0.84,1125,AjISKiMb,0.53
668,96222,Bachelor's,High School,3,FALSE,120066,Suburban,2.84,771,373,0,1,30,Mid Tier,STEM,0,TRUE,0.86,1144,EIzlDTio,0.27
669,170943,High School,High School,5,FALSE,96453,Suburban,2.18,569,562,1,2,190,Mid Tier,Business,0,FALSE,0.84,1131,dlIbARtc,-0.06
670,71718,Some College,Bachelor's,5,TRUE,33694,Suburban,2.48,437,213,1,2,160,Mid Tier,STEM,10000,TRUE,0.87,650,FDkPGhtl,-0.93
671,104730,High School,High School,3,TRUE,139208,Urban,3.78,497,248,0,3,130,Mid Tier,Arts,10000,TRUE,0.95,745,skhdMVkD,0.63
672,160552,High School,Bachelor's,5,FALSE,47116,Rural,2.3,644,257,0,4,70,Lower Tier,Arts,5000,TRUE,0.9,901,IhHiZhZG,-0.88
673,34889,Some College,Bachelor's,4,FALSE,82752,Suburban,2.85,450,587,2,1,30,Lower Tier,Arts,0,TRUE,0.93,1037,iVnGHLTh,-0.22
674,91013,High School,High School,5,FALSE,83984,Urban,3.46,281,262,1,1,150,Lower Tier,STEM,10000,TRUE,0.87,543,RBKhFBnU,-1.01
675,37219,Bachelor's,Bachelor's,5,FALSE,109066,Urban,3.58,561,381,1,3,50,Mid Tier,Social Sciences,0,TRUE,0.74,942,tSiDLrxM,-1.83
676,44000,High School,Some College,2,TRUE,57693,Suburban,2.31,715,612,7,4,170,Mid Tier,Arts,0,FALSE,0.73,1327,imFXuqmw,0.21
677,59803,Less than High School,Less than High School,3,FALSE,149756,Rural,3.66,527,514,3,2,190,Mid Tier,STEM,0,FALSE,0.81,1041,nVZpOyor,0.68
678,69342,High School,Bachelor's,4,TRUE,80900,Suburban,2.87,546,711,2,3,100,Mid Tier,STEM,1000,FALSE,0.94,1257,jjkjDOzH,-0.91
679,73831,High School,High School,5,FALSE,60445,Urban,3.12,322,461,2,3,200,Lower Tier,Social Sciences,5000,FALSE,0.75,783,rLFQJMtf,-1.52
